condition	treatment	dose_uM	t	density	density_se	n_wells
treatment	GW788388	8	7.4	3.9978992910867064e-7	NA	3
treatment	GW788388	8	7.5	4.1877862774813184e-7	NA	3
treatment	GW788388	8	7.6000000000000005	4.387685098126051e-7	NA	3
treatment	GW788388	8	7.7	4.5981556470543815e-7	NA	3
treatment	GW788388	8	7.800000000000001	4.81978876426577e-7	NA	3
treatment	GW788388	8	7.9	5.053207855969283e-7	NA	3
treatment	GW788388	8	8	5.299070594140153e-7	NA	3
treatment	GW788388	8	8.1	5.558070699363311e-7	NA	3
treatment	GW788388	8	8.200000000000001	5.830939811181512e-7	NA	3
treatment	GW788388	8	8.3	6.118449450522743e-7	NA	3
treatment	GW788388	8	8.4	6.42141307907079e-7	NA	3
treatment	GW788388	8	8.5	6.740688260865576e-7	NA	3
treatment	GW788388	8	8.6	7.07717893180661e-7	NA	3
treatment	GW788388	8	8.700000000000001	7.431837783199069e-7	NA	3
treatment	GW788388	8	8.8	7.805668765984837e-7	NA	3
treatment	GW788388	8	8.9	8.19972972284392e-7	NA	3
treatment	GW788388	8	9	8.615135155961831e-7	NA	3
treatment	GW788388	8	9.1	9.053059138896394e-7	NA	3
treatment	GW788388	8	9.200000000000001	9.514738381707776e-7	NA	3
treatment	GW788388	8	9.3	1.0001475459270593e-6	NA	3
treatment	GW788388	8	9.4	1.051464221353473e-6	NA	3
treatment	GW788388	8	9.5	1.1055683341393858e-6	NA	3
treatment	GW788388	8	9.600000000000001	1.1626120180804311e-6	NA	3
treatment	GW788388	8	9.700000000000001	1.2227554708810299e-6	NA	3
treatment	GW788388	8	9.8	1.286167376628521e-6	NA	3
treatment	GW788388	8	9.9	1.353025352535586e-6	NA	3
treatment	GW788388	8	10	1.4235164216764538e-6	NA	3
treatment	GW788388	8	10.100000000000001	1.4978375135748845e-6	NA	3
treatment	GW788388	8	10.200000000000001	1.5761959946472172e-6	NA	3
treatment	GW788388	8	10.3	1.658810230651766e-6	NA	3
treatment	GW788388	8	10.4	1.7459101834559666e-6	NA	3
treatment	GW788388	8	10.5	1.837738044598027e-6	NA	3
treatment	GW788388	8	10.600000000000001	1.9345489082991e-6	NA	3
treatment	GW788388	8	10.700000000000001	2.0366114867562764e-6	NA	3
treatment	GW788388	8	10.8	2.144208870750949e-6	NA	3
treatment	GW788388	8	10.9	2.2576393387934687e-6	NA	3
treatment	GW788388	8	11	2.3772172182424186e-6	NA	3
treatment	GW788388	8	11.100000000000001	2.5032738020484146e-6	NA	3
treatment	GW788388	8	11.200000000000001	2.6361583249988342e-6	NA	3
treatment	GW788388	8	11.3	2.7762390035686542e-6	NA	3
treatment	GW788388	8	11.4	2.923904143729411e-6	NA	3
treatment	GW788388	8	11.5	3.079563321313204e-6	NA	3
treatment	GW788388	8	11.600000000000001	3.2436486397876527e-6	NA	3
treatment	GW788388	8	11.700000000000001	3.416616070568021e-6	NA	3
treatment	GW788388	8	11.8	3.5989468812608786e-6	NA	3
treatment	GW788388	8	11.9	3.7911491575313865e-6	NA	3
treatment	GW788388	8	12	3.993759424568368e-6	NA	3
treatment	GW788388	8	12.100000000000001	4.207344374435029e-6	NA	3
treatment	GW788388	8	12.200000000000001	4.432502705904777e-6	NA	3
treatment	GW788388	8	12.3	4.669867083711637e-6	NA	3
treatment	GW788388	8	12.4	4.920106224476153e-6	NA	3
treatment	GW788388	8	12.5	5.183927116922227e-6	NA	3
treatment	GW788388	8	12.600000000000001	5.462077384363541e-6	NA	3
treatment	GW788388	8	12.700000000000001	5.7553477978016526e-6	NA	3
treatment	GW788388	8	12.8	6.064574948377742e-6	NA	3
treatment	GW788388	8	12.9	6.3906440883152234e-6	NA	3
treatment	GW788388	8	13	6.734492149901005e-6	NA	3
treatment	GW788388	8	13.100000000000001	7.097110952483091e-6	NA	3
treatment	GW788388	8	13.200000000000001	7.479550607914091e-6	NA	3
treatment	GW788388	8	13.3	7.882923135305809e-6	NA	3
treatment	GW788388	8	13.4	8.308406296454574e-6	NA	3
treatment	GW788388	8	13.5	8.757247663766071e-6	NA	3
treatment	GW788388	8	13.600000000000001	9.230768933007573e-6	NA	3
treatment	GW788388	8	13.700000000000001	9.730370493742363e-6	NA	3
treatment	GW788388	8	13.8	1.0257536270805716e-5	NA	3
treatment	GW788388	8	13.9	1.0813838850741993e-5	NA	3
treatment	GW788388	8	14	1.140094490765795e-5	NA	3
treatment	GW788388	8	14.100000000000001	1.2020620943518846e-5	NA	3
treatment	GW788388	8	14.200000000000001	1.2674739358479875e-5	NA	3
treatment	GW788388	8	14.3	1.3365284867453133e-5	NA	3
treatment	GW788388	8	14.4	1.4094361279666296e-5	NA	3
treatment	GW788388	8	14.5	1.486419865861268e-5	NA	3
treatment	GW788388	8	14.600000000000001	1.5677160880387106e-5	NA	3
treatment	GW788388	8	14.700000000000001	1.6535753609025715e-5	NA	3
treatment	GW788388	8	14.8	1.74426327081102e-5	NA	3
treatment	GW788388	8	14.9	1.840061310852144e-5	NA	3
treatment	GW788388	8	15	1.9412678152905152e-5	NA	3
treatment	GW788388	8	15.100000000000001	2.048198943805676e-5	NA	3
treatment	GW788388	8	15.200000000000001	2.1611897177105608e-5	NA	3
treatment	GW788388	8	15.3	2.280595110409645e-5	NA	3
treatment	GW788388	8	15.4	2.4067911944244686e-5	NA	3
treatment	GW788388	8	15.5	2.5401763473894012e-5	NA	3
treatment	GW788388	8	15.600000000000001	2.6811725194948744e-5	NA	3
treatment	GW788388	8	15.700000000000001	2.8302265649335985e-5	NA	3
treatment	GW788388	8	15.8	2.9878116399889992e-5	NA	3
treatment	GW788388	8	15.9	3.154428670490695e-5	NA	3
treatment	GW788388	8	16	3.3306078914487476e-5	NA	3
treatment	GW788388	8	16.1	3.516910461782069e-5	NA	3
treatment	GW788388	8	16.2	3.713930157158502e-5	NA	3
treatment	GW788388	8	16.3	3.922295144064478e-5	NA	3
treatment	GW788388	8	16.400000000000002	4.142669838359971e-5	NA	3
treatment	GW788388	8	16.5	4.375756851683808e-5	NA	3
treatment	GW788388	8	16.6	4.622299029231737e-5	NA	3
treatment	GW788388	8	16.7	4.8830815825635914e-5	NA	3
treatment	GW788388	8	16.8	5.1589343212752506e-5	NA	3
treatment	GW788388	8	16.900000000000002	5.450733987541928e-5	NA	3
treatment	GW788388	8	17	5.7594066977286054e-5	NA	3
treatment	GW788388	8	17.1	6.085930495484788e-5	NA	3
treatment	GW788388	8	17.2	6.431338020948764e-5	NA	3
treatment	GW788388	8	17.3	6.796719300952703e-5	NA	3
treatment	GW788388	8	17.400000000000002	7.183224665352553e-5	NA	3
treatment	GW788388	8	17.5	7.59206779491491e-5	NA	3
treatment	GW788388	8	17.6	8.024528906466481e-5	NA	3
treatment	GW788388	8	17.7	8.481958081333131e-5	NA	3
treatment	GW788388	8	17.8	8.965778743433296e-5	NA	3
treatment	GW788388	8	17.900000000000002	9.477491293718598e-5	NA	3
treatment	GW788388	8	18	1.001867690803056e-4	NA	3
treatment	GW788388	8	18.1	1.0591001505788966e-4	NA	3
treatment	GW788388	8	18.2	1.1196219897323678e-4	NA	3
treatment	GW788388	8	18.3	1.183618011802087e-4	NA	3
treatment	GW788388	8	18.400000000000002	1.251282795784242e-4	NA	3
treatment	GW788388	8	18.5	1.3228211695145726e-4	NA	3
treatment	GW788388	8	18.6	1.398448704407639e-4	NA	3
treatment	GW788388	8	18.7	1.4783922325168507e-4	NA	3
treatment	GW788388	8	18.8	1.5628903869067175e-4	NA	3
treatment	GW788388	8	18.900000000000002	1.652194166358848e-4	NA	3
treatment	GW788388	8	19	1.746567525454067e-4	NA	3
treatment	GW788388	8	19.1	1.846287991093261e-4	NA	3
